uuid,scenario,round,profile,trust,ethnicity,age,class,education,sex,choice,selected
uuid:bea50dae-9119-4496-bd30-8a811b132f14,2,2,A,1,Bosniak,23,Upper,None,Female,A,1
uuid:bea50dae-9119-4496-bd30-8a811b132f14,2,2,B,1,Bosniak,67,Middle,None,Female,A,0
uuid:bea50dae-9119-4496-bd30-8a811b132f14,2,3,A,1,Bosniak,23,Lower,Primary school,Female,B,0
uuid:bea50dae-9119-4496-bd30-8a811b132f14,2,3,B,1,Serb,67,Lower,None,Female,B,1
uuid:b5dc9b33-d7bc-4f2f-9fd3-8ccf16e5485b,1,1,A,4,Bosniak,23,Lower,Primary school,Female,A,1
uuid:b5dc9b33-d7bc-4f2f-9fd3-8ccf16e5485b,1,1,B,2,Croat,67,Lower,Primary school,Female,A,0
uuid:b5dc9b33-d7bc-4f2f-9fd3-8ccf16e5485b,1,2,A,4,Croat,49,Upper,University,Male,A,1
uuid:b5dc9b33-d7bc-4f2f-9fd3-8ccf16e5485b,1,2,B,2,Bosniak,49,Upper,University,Male,A,0
uuid:b5dc9b33-d7bc-4f2f-9fd3-8ccf16e5485b,1,3,A,2,Bosniak,67,Upper,Primary school,Male,B,0
uuid:b5dc9b33-d7bc-4f2f-9fd3-8ccf16e5485b,1,3,B,4,Croat,23,Middle,University,Female,B,1
uuid:b5dc9b33-d7bc-4f2f-9fd3-8ccf16e5485b,2,1,A,2,Croat,49,Middle,University,Male,B,0
uuid:b5dc9b33-d7bc-4f2f-9fd3-8ccf16e5485b,2,1,B,4,Serb,67,Upper,None,Female,B,1
uuid:b5dc9b33-d7bc-4f2f-9fd3-8ccf16e5485b,2,2,A,3,Bosniak,67,Lower,University,Male,A,1
uuid:b5dc9b33-d7bc-4f2f-9fd3-8ccf16e5485b,2,2,B,3,Bosniak,67,Middle,Primary school,Male,A,0
uuid:b5dc9b33-d7bc-4f2f-9fd3-8ccf16e5485b,2,3,A,2,Croat,49,Upper,None,Female,B,0
uuid:b5dc9b33-d7bc-4f2f-9fd3-8ccf16e5485b,2,3,B,4,Serb,49,Middle,University,Female,B,1
uuid:57ccaa22-6553-4a2b-a482-f5fe705130c4,1,1,A,4,Croat,23,Upper,None,Male,B,0
uuid:57ccaa22-6553-4a2b-a482-f5fe705130c4,1,1,B,5,Bosniak,23,Upper,None,Male,B,1
uuid:57ccaa22-6553-4a2b-a482-f5fe705130c4,1,2,A,3,Bosniak,23,Upper,None,Male,B,0
uuid:57ccaa22-6553-4a2b-a482-f5fe705130c4,1,2,B,5,Serb,67,Middle,University,Male,B,1
uuid:57ccaa22-6553-4a2b-a482-f5fe705130c4,1,3,A,4,Croat,67,Middle,None,Male,A,1
uuid:57ccaa22-6553-4a2b-a482-f5fe705130c4,1,3,B,3,Croat,49,Upper,None,Female,A,0
uuid:57ccaa22-6553-4a2b-a482-f5fe705130c4,2,1,A,3,Bosniak,49,Lower,University,Male,A,1
uuid:57ccaa22-6553-4a2b-a482-f5fe705130c4,2,1,B,2,Bosniak,49,Lower,University,Female,A,0
uuid:57ccaa22-6553-4a2b-a482-f5fe705130c4,2,2,A,3,Bosniak,49,Upper,None,Male,A,1
uuid:57ccaa22-6553-4a2b-a482-f5fe705130c4,2,2,B,3,Bosniak,67,Lower,None,Male,A,0
uuid:57ccaa22-6553-4a2b-a482-f5fe705130c4,2,3,A,4,Serb,23,Lower,University,Male,A,1
uuid:57ccaa22-6553-4a2b-a482-f5fe705130c4,2,3,B,4,Serb,49,Upper,University,Male,A,0
uuid:e1a6c424-c27c-4a6d-8393-3a0386a72df3,1,1,A,3,Bosniak,49,Middle,University,Female,B,0
uuid:e1a6c424-c27c-4a6d-8393-3a0386a72df3,1,1,B,5,Bosniak,49,Upper,University,Male,B,1
uuid:e1a6c424-c27c-4a6d-8393-3a0386a72df3,1,2,A,2,Bosniak,23,Upper,None,Female,B,0
uuid:e1a6c424-c27c-4a6d-8393-3a0386a72df3,1,2,B,6,Serb,23,Upper,University,Female,B,1
uuid:e1a6c424-c27c-4a6d-8393-3a0386a72df3,1,3,A,5,Serb,23,Upper,University,Male,A,1
uuid:e1a6c424-c27c-4a6d-8393-3a0386a72df3,1,3,B,3,Bosniak,23,Upper,Primary school,Male,A,0
uuid:e1a6c424-c27c-4a6d-8393-3a0386a72df3,2,1,A,7,Serb,49,Lower,University,Male,A,1
uuid:e1a6c424-c27c-4a6d-8393-3a0386a72df3,2,1,B,3,Bosniak,67,Middle,Primary school,Male,A,0
uuid:e1a6c424-c27c-4a6d-8393-3a0386a72df3,2,2,A,3,Serb,23,Lower,University,Male,B,0
uuid:e1a6c424-c27c-4a6d-8393-3a0386a72df3,2,2,B,5,Bosniak,67,Upper,Primary school,Female,B,1
uuid:e1a6c424-c27c-4a6d-8393-3a0386a72df3,2,3,A,3,Bosniak,49,Lower,University,Male,B,0
uuid:e1a6c424-c27c-4a6d-8393-3a0386a72df3,2,3,B,5,Serb,23,Upper,None,Male,B,1
uuid:462a8a94-5f17-4ce9-8328-7c3b670128bb,1,1,A,1,Croat,67,Upper,University,Female,B,0
uuid:462a8a94-5f17-4ce9-8328-7c3b670128bb,1,1,B,2,Croat,23,Upper,University,Male,B,1
uuid:462a8a94-5f17-4ce9-8328-7c3b670128bb,1,2,A,2,Bosniak,23,Middle,Primary school,Male,B,0
uuid:462a8a94-5f17-4ce9-8328-7c3b670128bb,1,2,B,5,Serb,67,Upper,Primary school,Female,B,1
uuid:462a8a94-5f17-4ce9-8328-7c3b670128bb,1,3,A,5,Serb,49,Middle,University,Female,A,1
uuid:462a8a94-5f17-4ce9-8328-7c3b670128bb,1,3,B,3,Croat,67,Middle,University,Female,A,0
uuid:462a8a94-5f17-4ce9-8328-7c3b670128bb,2,1,A,6,Bosniak,49,Upper,None,Female,A,1
uuid:462a8a94-5f17-4ce9-8328-7c3b670128bb,2,1,B,4,Croat,23,Middle,Primary school,Female,A,0
uuid:462a8a94-5f17-4ce9-8328-7c3b670128bb,2,2,A,2,Bosniak,67,Upper,None,Male,B,0
uuid:462a8a94-5f17-4ce9-8328-7c3b670128bb,2,2,B,5,Serb,67,Lower,University,Female,B,1
uuid:462a8a94-5f17-4ce9-8328-7c3b670128bb,2,3,A,2,Croat,23,Lower,None,Male,B,0
uuid:462a8a94-5f17-4ce9-8328-7c3b670128bb,2,3,B,1,Croat,23,Lower,University,Male,B,1
uuid:a7d51d80-f454-47cd-b5f6-66a583f3419a,1,1,A,5,Bosniak,49,Middle,None,Female,A,1
uuid:a7d51d80-f454-47cd-b5f6-66a583f3419a,1,1,B,3,Bosniak,23,Upper,University,Female,A,0
uuid:a7d51d80-f454-47cd-b5f6-66a583f3419a,1,2,A,5,Serb,67,Middle,Primary school,Male,A,1
uuid:a7d51d80-f454-47cd-b5f6-66a583f3419a,1,2,B,3,Bosniak,67,Lower,University,Female,A,0
uuid:a7d51d80-f454-47cd-b5f6-66a583f3419a,1,3,A,5,Serb,67,Upper,Primary school,Male,A,1
uuid:a7d51d80-f454-47cd-b5f6-66a583f3419a,1,3,B,4,Croat,23,Upper,University,Female,A,0
uuid:a7d51d80-f454-47cd-b5f6-66a583f3419a,2,1,A,5,Serb,49,Middle,Primary school,Female,A,1
uuid:a7d51d80-f454-47cd-b5f6-66a583f3419a,2,1,B,2,Bosniak,67,Middle,University,Male,A,0
uuid:a7d51d80-f454-47cd-b5f6-66a583f3419a,2,2,A,6,Croat,67,Middle,University,Female,A,1
uuid:a7d51d80-f454-47cd-b5f6-66a583f3419a,2,2,B,6,Croat,67,Middle,None,Male,A,0
uuid:a7d51d80-f454-47cd-b5f6-66a583f3419a,2,3,A,4,Croat,49,Middle,University,Female,B,0
uuid:a7d51d80-f454-47cd-b5f6-66a583f3419a,2,3,B,6,Serb,23,Lower,Primary school,Male,B,1
uuid:fa286866-2ea4-46fa-80d4-d5a638e7d896,1,1,A,5,Bosniak,67,Upper,None,Male,B,0
uuid:fa286866-2ea4-46fa-80d4-d5a638e7d896,1,1,B,6,Croat,23,Upper,University,Male,B,1
uuid:fa286866-2ea4-46fa-80d4-d5a638e7d896,1,2,A,5,Croat,49,Lower,None,Male,B,0
uuid:fa286866-2ea4-46fa-80d4-d5a638e7d896,1,2,B,7,Croat,23,Lower,Primary school,Female,B,1
uuid:fa286866-2ea4-46fa-80d4-d5a638e7d896,1,3,A,5,Serb,23,Middle,University,Male,A,1
uuid:fa286866-2ea4-46fa-80d4-d5a638e7d896,1,3,B,2,Bosniak,67,Lower,None,Male,A,0
uuid:fa286866-2ea4-46fa-80d4-d5a638e7d896,2,1,A,1,Croat,67,Upper,University,Male,B,0
uuid:fa286866-2ea4-46fa-80d4-d5a638e7d896,2,1,B,6,Serb,49,Middle,Primary school,Female,B,1
uuid:fa286866-2ea4-46fa-80d4-d5a638e7d896,2,2,A,5,Croat,23,Upper,None,Female,B,0
uuid:fa286866-2ea4-46fa-80d4-d5a638e7d896,2,2,B,6,Serb,67,Middle,None,Female,B,1
uuid:fa286866-2ea4-46fa-80d4-d5a638e7d896,2,3,A,7,Serb,49,Upper,Primary school,Female,A,1
uuid:fa286866-2ea4-46fa-80d4-d5a638e7d896,2,3,B,5,Bosniak,49,Lower,University,Female,A,0
uuid:ec54b428-faa1-4ef6-a296-4d864f77265f,1,1,A,3,Croat,67,Lower,Primary school,Male,B,0
uuid:ec54b428-faa1-4ef6-a296-4d864f77265f,1,1,B,5,Croat,49,Lower,University,Male,B,1
uuid:ec54b428-faa1-4ef6-a296-4d864f77265f,1,2,A,6,Croat,49,Lower,Primary school,Male,A,1
uuid:ec54b428-faa1-4ef6-a296-4d864f77265f,1,2,B,3,Serb,49,Upper,University,Female,A,0
uuid:ec54b428-faa1-4ef6-a296-4d864f77265f,1,3,A,4,Serb,49,Lower,None,Male,B,0
uuid:ec54b428-faa1-4ef6-a296-4d864f77265f,1,3,B,5,Serb,49,Upper,University,Female,B,1
uuid:ec54b428-faa1-4ef6-a296-4d864f77265f,2,1,A,3,Croat,23,Lower,None,Male,B,0
uuid:ec54b428-faa1-4ef6-a296-4d864f77265f,2,1,B,6,Croat,67,Lower,University,Female,B,1
uuid:ec54b428-faa1-4ef6-a296-4d864f77265f,2,2,A,5,Serb,49,Lower,Primary school,Male,A,1
uuid:ec54b428-faa1-4ef6-a296-4d864f77265f,2,2,B,3,Croat,67,Lower,None,Female,A,0
uuid:ec54b428-faa1-4ef6-a296-4d864f77265f,2,3,A,5,Bosniak,23,Upper,Primary school,Female,A,1
uuid:ec54b428-faa1-4ef6-a296-4d864f77265f,2,3,B,3,Croat,67,Middle,None,Female,A,0
uuid:f5f84f3a-df84-44ef-af26-bb02c7d30785,1,1,A,1,Croat,23,Upper,Primary school,Male,B,0
uuid:f5f84f3a-df84-44ef-af26-bb02c7d30785,1,1,B,6,Serb,67,Upper,None,Male,B,1
uuid:f5f84f3a-df84-44ef-af26-bb02c7d30785,1,2,A,4,Bosniak,23,Middle,University,Female,B,0
uuid:f5f84f3a-df84-44ef-af26-bb02c7d30785,1,2,B,5,Bosniak,49,Lower,University,Female,B,1
uuid:f5f84f3a-df84-44ef-af26-bb02c7d30785,1,3,A,2,Bosniak,23,Upper,Primary school,Male,B,0
uuid:f5f84f3a-df84-44ef-af26-bb02c7d30785,1,3,B,6,Serb,49,Upper,None,Male,B,1
uuid:f5f84f3a-df84-44ef-af26-bb02c7d30785,2,1,A,3,Croat,49,Middle,Primary school,Male,A,1
uuid:f5f84f3a-df84-44ef-af26-bb02c7d30785,2,1,B,2,Croat,67,Middle,University,Male,A,0
uuid:f5f84f3a-df84-44ef-af26-bb02c7d30785,2,2,A,3,Bosniak,23,Upper,None,Female,B,0
uuid:f5f84f3a-df84-44ef-af26-bb02c7d30785,2,2,B,7,Serb,49,Upper,None,Female,B,1
uuid:f5f84f3a-df84-44ef-af26-bb02c7d30785,2,3,A,4,Serb,23,Lower,None,Female,B,0
uuid:f5f84f3a-df84-44ef-af26-bb02c7d30785,2,3,B,5,Serb,67,Middle,None,Male,B,1
uuid:7080761e-9ad9-41c7-ac39-029963817a80,1,1,A,5,Croat,67,Lower,None,Female,A,1
uuid:7080761e-9ad9-41c7-ac39-029963817a80,1,1,B,4,Bosniak,23,Upper,Primary school,Female,A,0
uuid:7080761e-9ad9-41c7-ac39-029963817a80,1,2,A,5,Bosniak,67,Middle,University,Female,B,0
uuid:7080761e-9ad9-41c7-ac39-029963817a80,1,2,B,6,Serb,67,Upper,University,Male,B,1
uuid:7080761e-9ad9-41c7-ac39-029963817a80,1,3,A,5,Bosniak,49,Upper,University,Female,A,1
uuid:7080761e-9ad9-41c7-ac39-029963817a80,1,3,B,5,Bosniak,23,Lower,University,Female,A,0
uuid:7080761e-9ad9-41c7-ac39-029963817a80,2,1,A,3,Croat,67,Upper,University,Female,B,0
uuid:7080761e-9ad9-41c7-ac39-029963817a80,2,1,B,5,Serb,67,Lower,University,Female,B,1
uuid:7080761e-9ad9-41c7-ac39-029963817a80,2,2,A,4,Croat,67,Lower,University,Female,B,0
uuid:7080761e-9ad9-41c7-ac39-029963817a80,2,2,B,5,Bosniak,49,Middle,Primary school,Male,B,1
uuid:7080761e-9ad9-41c7-ac39-029963817a80,2,3,A,5,Serb,23,Lower,None,Female,B,0
uuid:7080761e-9ad9-41c7-ac39-029963817a80,2,3,B,6,Serb,49,Middle,None,Male,B,1
uuid:959b0319-d009-452f-b36a-5b82fdc0728e,1,1,A,4,Serb,49,Upper,None,Female,A,1
uuid:959b0319-d009-452f-b36a-5b82fdc0728e,1,1,B,1,Bosniak,23,Middle,Primary school,Female,A,0
uuid:959b0319-d009-452f-b36a-5b82fdc0728e,1,2,A,5,Serb,67,Middle,University,Female,A,1
uuid:959b0319-d009-452f-b36a-5b82fdc0728e,1,2,B,2,Croat,23,Lower,Primary school,Female,A,0
uuid:959b0319-d009-452f-b36a-5b82fdc0728e,1,3,A,4,Serb,49,Middle,None,Female,A,1
uuid:959b0319-d009-452f-b36a-5b82fdc0728e,1,3,B,2,Serb,23,Upper,University,Female,A,0
uuid:959b0319-d009-452f-b36a-5b82fdc0728e,2,1,A,2,Croat,23,Lower,None,Female,B,0
uuid:959b0319-d009-452f-b36a-5b82fdc0728e,2,1,B,4,Serb,49,Lower,University,Female,B,1
uuid:959b0319-d009-452f-b36a-5b82fdc0728e,2,2,A,3,Croat,49,Middle,University,Female,A,1
uuid:959b0319-d009-452f-b36a-5b82fdc0728e,2,2,B,2,Croat,49,Upper,None,Male,A,0
uuid:959b0319-d009-452f-b36a-5b82fdc0728e,2,3,A,2,Bosniak,23,Middle,None,Female,B,0
uuid:959b0319-d009-452f-b36a-5b82fdc0728e,2,3,B,3,Croat,67,Lower,University,Female,B,1
uuid:dd0225a7-a02f-4a1f-8105-9bf7c09ead46,1,1,A,2,Croat,23,Upper,University,Male,B,0
uuid:dd0225a7-a02f-4a1f-8105-9bf7c09ead46,1,1,B,4,Serb,67,Upper,None,Female,B,1
uuid:dd0225a7-a02f-4a1f-8105-9bf7c09ead46,1,2,A,1,Bosniak,49,Lower,Primary school,Male,B,0
uuid:dd0225a7-a02f-4a1f-8105-9bf7c09ead46,1,2,B,2,Croat,49,Middle,University,Male,B,1
uuid:dd0225a7-a02f-4a1f-8105-9bf7c09ead46,1,3,A,3,Serb,23,Middle,Primary school,Male,A,1
uuid:dd0225a7-a02f-4a1f-8105-9bf7c09ead46,1,3,B,1,Bosniak,49,Lower,University,Female,A,0
uuid:dd0225a7-a02f-4a1f-8105-9bf7c09ead46,2,1,A,2,Bosniak,67,Upper,Primary school,Male,B,0
uuid:dd0225a7-a02f-4a1f-8105-9bf7c09ead46,2,1,B,3,Croat,23,Middle,None,Male,B,1
uuid:dd0225a7-a02f-4a1f-8105-9bf7c09ead46,2,2,A,2,Croat,67,Middle,University,Female,A,1
uuid:dd0225a7-a02f-4a1f-8105-9bf7c09ead46,2,2,B,1,Croat,49,Lower,University,Female,A,0
uuid:dd0225a7-a02f-4a1f-8105-9bf7c09ead46,2,3,A,1,Bosniak,67,Middle,University,Male,B,0
uuid:dd0225a7-a02f-4a1f-8105-9bf7c09ead46,2,3,B,2,Croat,67,Lower,University,Male,B,1
uuid:11f5ea49-39b7-46e6-81e0-6e358c781555,1,1,A,2,Croat,49,Middle,None,Male,B,0
uuid:11f5ea49-39b7-46e6-81e0-6e358c781555,1,1,B,3,Croat,67,Middle,Primary school,Female,B,1
uuid:11f5ea49-39b7-46e6-81e0-6e358c781555,1,2,A,3,Serb,67,Lower,None,Female,A,1
uuid:11f5ea49-39b7-46e6-81e0-6e358c781555,1,2,B,2,Croat,67,Middle,None,Male,A,0
uuid:11f5ea49-39b7-46e6-81e0-6e358c781555,1,3,A,3,Serb,23,Middle,University,Male,A,1
uuid:11f5ea49-39b7-46e6-81e0-6e358c781555,1,3,B,2,Croat,49,Upper,Primary school,Female,A,0
uuid:11f5ea49-39b7-46e6-81e0-6e358c781555,2,1,A,2,Serb,23,Upper,Primary school,Male,B,0
uuid:11f5ea49-39b7-46e6-81e0-6e358c781555,2,1,B,3,Serb,67,Middle,None,Male,B,1
uuid:11f5ea49-39b7-46e6-81e0-6e358c781555,2,2,A,3,Croat,49,Lower,Primary school,Female,A,1
uuid:11f5ea49-39b7-46e6-81e0-6e358c781555,2,2,B,2,Bosniak,67,Lower,Primary school,Female,A,0
uuid:11f5ea49-39b7-46e6-81e0-6e358c781555,2,3,A,2,Bosniak,67,Middle,None,Male,B,0
uuid:11f5ea49-39b7-46e6-81e0-6e358c781555,2,3,B,3,Serb,49,Upper,Primary school,Female,B,1
uuid:3e0d2a93-aaf2-4d8a-8635-1212f104278b,1,1,A,1,Croat,23,Upper,None,Male,B,0
uuid:3e0d2a93-aaf2-4d8a-8635-1212f104278b,1,1,B,3,Serb,23,Middle,Primary school,Male,B,1
uuid:3e0d2a93-aaf2-4d8a-8635-1212f104278b,1,2,A,2,Bosniak,67,Lower,None,Male,A,1
uuid:3e0d2a93-aaf2-4d8a-8635-1212f104278b,1,2,B,1,Bosniak,23,Middle,None,Male,A,0
uuid:3e0d2a93-aaf2-4d8a-8635-1212f104278b,1,3,A,2,Croat,67,Upper,Primary school,Female,A,1
uuid:3e0d2a93-aaf2-4d8a-8635-1212f104278b,1,3,B,1,Croat,67,Upper,None,Female,A,0
uuid:3e0d2a93-aaf2-4d8a-8635-1212f104278b,2,1,A,1,Croat,23,Lower,Primary school,Female,B,0
uuid:3e0d2a93-aaf2-4d8a-8635-1212f104278b,2,1,B,2,Serb,23,Upper,University,Female,B,1
uuid:3e0d2a93-aaf2-4d8a-8635-1212f104278b,2,2,A,2,Croat,67,Middle,University,Male,A,1
uuid:3e0d2a93-aaf2-4d8a-8635-1212f104278b,2,2,B,1,Bosniak,49,Upper,University,Male,A,0
uuid:3e0d2a93-aaf2-4d8a-8635-1212f104278b,2,3,A,2,Serb,67,Middle,None,Female,A,1
uuid:3e0d2a93-aaf2-4d8a-8635-1212f104278b,2,3,B,1,Croat,67,Upper,University,Female,A,0
uuid:0d8ebd61-3456-4dcf-99ba-4dd3f7386dfb,1,1,A,2,Bosniak,23,Lower,None,Male,B,0
uuid:0d8ebd61-3456-4dcf-99ba-4dd3f7386dfb,1,1,B,3,Croat,23,Middle,None,Female,B,1
uuid:0d8ebd61-3456-4dcf-99ba-4dd3f7386dfb,1,2,A,3,Serb,67,Lower,None,Male,A,1
uuid:0d8ebd61-3456-4dcf-99ba-4dd3f7386dfb,1,2,B,2,Serb,67,Middle,Primary school,Male,A,0
uuid:0d8ebd61-3456-4dcf-99ba-4dd3f7386dfb,1,3,A,3,Croat,49,Middle,Primary school,Female,A,1
uuid:0d8ebd61-3456-4dcf-99ba-4dd3f7386dfb,1,3,B,2,Bosniak,49,Lower,None,Female,A,0
uuid:0d8ebd61-3456-4dcf-99ba-4dd3f7386dfb,2,1,A,2,Croat,67,Upper,None,Male,B,0
uuid:0d8ebd61-3456-4dcf-99ba-4dd3f7386dfb,2,1,B,3,Serb,23,Upper,University,Male,B,1
uuid:0d8ebd61-3456-4dcf-99ba-4dd3f7386dfb,2,2,A,3,Serb,49,Lower,University,Female,A,1
uuid:0d8ebd61-3456-4dcf-99ba-4dd3f7386dfb,2,2,B,2,Bosniak,67,Lower,None,Female,A,0
uuid:0d8ebd61-3456-4dcf-99ba-4dd3f7386dfb,2,3,A,3,Croat,67,Lower,Primary school,Male,A,1
uuid:0d8ebd61-3456-4dcf-99ba-4dd3f7386dfb,2,3,B,2,Bosniak,67,Lower,University,Male,A,0
uuid:e617f672-2c36-4e31-96f6-a1b906930068,1,1,A,4,Serb,67,Upper,University,Female,A,1
uuid:e617f672-2c36-4e31-96f6-a1b906930068,1,1,B,2,Bosniak,67,Lower,University,Female,A,0
uuid:e617f672-2c36-4e31-96f6-a1b906930068,1,2,A,2,Bosniak,67,Upper,Primary school,Female,B,0
uuid:e617f672-2c36-4e31-96f6-a1b906930068,1,2,B,4,Serb,49,Lower,Primary school,Female,B,1
uuid:e617f672-2c36-4e31-96f6-a1b906930068,1,3,A,2,Bosniak,49,Upper,None,Male,B,0
uuid:e617f672-2c36-4e31-96f6-a1b906930068,1,3,B,3,Serb,23,Upper,Primary school,Male,B,1
uuid:e617f672-2c36-4e31-96f6-a1b906930068,2,1,A,3,Croat,67,Upper,Primary school,Female,A,1
uuid:e617f672-2c36-4e31-96f6-a1b906930068,2,1,B,2,Croat,49,Upper,University,Female,A,0
uuid:e617f672-2c36-4e31-96f6-a1b906930068,2,2,A,3,Serb,49,Upper,None,Male,A,1
uuid:e617f672-2c36-4e31-96f6-a1b906930068,2,2,B,2,Croat,49,Lower,University,Male,A,0
uuid:e617f672-2c36-4e31-96f6-a1b906930068,2,3,A,3,Bosniak,49,Middle,None,Female,A,1
uuid:e617f672-2c36-4e31-96f6-a1b906930068,2,3,B,2,Bosniak,23,Upper,Primary school,Female,A,0
uuid:b6a3155a-d701-4e5b-830b-c97711575e7d,1,1,A,3,Bosniak,67,Upper,Primary school,Male,B,0
uuid:b6a3155a-d701-4e5b-830b-c97711575e7d,1,1,B,5,Serb,67,Middle,None,Female,B,1
uuid:b6a3155a-d701-4e5b-830b-c97711575e7d,1,2,A,3,Bosniak,49,Lower,University,Female,A,1
uuid:b6a3155a-d701-4e5b-830b-c97711575e7d,1,2,B,2,Bosniak,67,Middle,None,Male,A,0
uuid:b6a3155a-d701-4e5b-830b-c97711575e7d,1,3,A,3,Croat,67,Upper,University,Female,A,1
uuid:b6a3155a-d701-4e5b-830b-c97711575e7d,1,3,B,2,Bosniak,67,Middle,Primary school,Female,A,0
uuid:b6a3155a-d701-4e5b-830b-c97711575e7d,2,1,A,2,Bosniak,67,Upper,University,Male,B,0
uuid:b6a3155a-d701-4e5b-830b-c97711575e7d,2,1,B,3,Bosniak,67,Lower,None,Female,B,1
uuid:b6a3155a-d701-4e5b-830b-c97711575e7d,2,2,A,3,Bosniak,49,Middle,None,Male,B,0
uuid:b6a3155a-d701-4e5b-830b-c97711575e7d,2,2,B,4,Croat,23,Middle,University,Female,B,1
uuid:b6a3155a-d701-4e5b-830b-c97711575e7d,2,3,A,3,Bosniak,67,Middle,Primary school,Male,B,0
uuid:b6a3155a-d701-4e5b-830b-c97711575e7d,2,3,B,4,Croat,67,Upper,University,Female,B,1
uuid:4753b718-4d40-4d68-8241-646fafc55385,1,1,A,2,Croat,67,Middle,None,Male,B,0
uuid:4753b718-4d40-4d68-8241-646fafc55385,1,1,B,3,Croat,67,Middle,Primary school,Female,B,1
uuid:4753b718-4d40-4d68-8241-646fafc55385,1,2,A,3,Serb,49,Middle,University,Male,B,0
uuid:4753b718-4d40-4d68-8241-646fafc55385,1,2,B,4,Serb,67,Upper,University,Male,B,1
uuid:4753b718-4d40-4d68-8241-646fafc55385,1,3,A,2,Bosniak,23,Upper,None,Female,B,0
uuid:4753b718-4d40-4d68-8241-646fafc55385,1,3,B,4,Serb,49,Upper,None,Male,B,1
uuid:4753b718-4d40-4d68-8241-646fafc55385,2,1,A,2,Croat,23,Middle,Primary school,Male,B,0
uuid:4753b718-4d40-4d68-8241-646fafc55385,2,1,B,4,Bosniak,67,Lower,None,Male,B,1
uuid:4753b718-4d40-4d68-8241-646fafc55385,2,2,A,3,Croat,23,Upper,None,Male,A,1
uuid:4753b718-4d40-4d68-8241-646fafc55385,2,2,B,3,Croat,23,Lower,None,Male,A,0
uuid:4753b718-4d40-4d68-8241-646fafc55385,2,3,A,4,Serb,49,Upper,University,Female,A,1
uuid:4753b718-4d40-4d68-8241-646fafc55385,2,3,B,2,Bosniak,67,Upper,University,Female,A,0
uuid:d16d47a6-dbfc-4258-a0ea-48b32a23577c,1,1,A,3,Serb,49,Lower,University,Male,A,1
uuid:d16d47a6-dbfc-4258-a0ea-48b32a23577c,1,1,B,2,Croat,67,Lower,None,Female,A,0
uuid:d16d47a6-dbfc-4258-a0ea-48b32a23577c,1,2,A,3,Croat,67,Upper,Primary school,Male,A,1
uuid:d16d47a6-dbfc-4258-a0ea-48b32a23577c,1,2,B,2,Bosniak,49,Upper,Primary school,Female,A,0
uuid:d16d47a6-dbfc-4258-a0ea-48b32a23577c,1,3,A,2,Bosniak,67,Lower,University,Male,B,0
uuid:d16d47a6-dbfc-4258-a0ea-48b32a23577c,1,3,B,3,Serb,67,Upper,Primary school,Male,B,1
uuid:d16d47a6-dbfc-4258-a0ea-48b32a23577c,2,1,A,2,Croat,49,Middle,Primary school,Male,B,0
uuid:d16d47a6-dbfc-4258-a0ea-48b32a23577c,2,1,B,3,Serb,67,Lower,Primary school,Male,B,1
uuid:d16d47a6-dbfc-4258-a0ea-48b32a23577c,2,2,A,2,Bosniak,49,Middle,University,Female,B,0
uuid:d16d47a6-dbfc-4258-a0ea-48b32a23577c,2,2,B,3,Croat,67,Upper,University,Female,B,1
uuid:d16d47a6-dbfc-4258-a0ea-48b32a23577c,2,3,A,3,Croat,49,Lower,University,Male,A,1
uuid:d16d47a6-dbfc-4258-a0ea-48b32a23577c,2,3,B,2,Bosniak,67,Lower,None,Female,A,0
uuid:f0e6c75a-da96-45bc-b890-adb07c29ae08,1,1,A,3,Serb,49,Lower,Primary school,Male,B,0
uuid:f0e6c75a-da96-45bc-b890-adb07c29ae08,1,1,B,4,Serb,67,Upper,University,Female,B,1
uuid:f0e6c75a-da96-45bc-b890-adb07c29ae08,1,2,A,4,Croat,67,Middle,University,Male,A,1
uuid:f0e6c75a-da96-45bc-b890-adb07c29ae08,1,2,B,3,Croat,49,Lower,University,Female,A,0
uuid:f0e6c75a-da96-45bc-b890-adb07c29ae08,1,3,A,3,Croat,23,Lower,University,Female,B,0
uuid:f0e6c75a-da96-45bc-b890-adb07c29ae08,1,3,B,4,Serb,49,Middle,None,Female,B,1
uuid:f0e6c75a-da96-45bc-b890-adb07c29ae08,2,1,A,3,Croat,67,Lower,None,Male,B,0
uuid:f0e6c75a-da96-45bc-b890-adb07c29ae08,2,1,B,4,Serb,49,Middle,Primary school,Female,B,1
uuid:f0e6c75a-da96-45bc-b890-adb07c29ae08,2,2,A,3,Bosniak,23,Upper,University,Female,B,0
uuid:f0e6c75a-da96-45bc-b890-adb07c29ae08,2,2,B,4,Serb,49,Upper,University,Female,B,1
uuid:f0e6c75a-da96-45bc-b890-adb07c29ae08,2,3,A,3,Bosniak,49,Upper,Primary school,Female,A,1
uuid:f0e6c75a-da96-45bc-b890-adb07c29ae08,2,3,B,2,Bosniak,23,Upper,None,Male,A,0
uuid:787b1a06-399a-4c99-8be4-e12cc6b7cdd0,1,1,A,3,Bosniak,23,Lower,Primary school,Female,A,1
uuid:787b1a06-399a-4c99-8be4-e12cc6b7cdd0,1,1,B,2,Croat,67,Middle,University,Male,A,0
